prdt_type,brand,milestone,cust_segment,target_group,campaign_month,selected_qty,mailed_count,response_count,response_sales_amt
Prdt-2,B,15 Months,NVIPC640-Recall-CG,Control,0,2017,257,18,3702.45
Prdt-2,B,15 Months,NVIPC640-Recall-TG,Targeted,0,18175,2271,102,21162.72
Prdt-2,B,15 Months,NVIPC644-Recall-CG,Control,0,1448,200,12,5299.43
Prdt-2,B,15 Months,NVIPC644-Recall-TG,Targeted,0,13049,1619,48,17241.68
Prdt-2,B,15 Months,NVIPC645-Recall-CG,Control,0,1474,183,3,1072.42
Prdt-2,B,15 Months,NVIPC645-Recall-TG,Targeted,0,13280,1653,47,16819.6
Prdt-2,B,15 Months,NVIPC646-Recall-CG,Control,0,358,42,4,1847.68
Prdt-2,B,15 Months,NVIPC646-Recall-TG,Targeted,0,3235,435,16,5396.54
Prdt-2,B,15 Months,NVIPC647-Recall-CG,Control,0,229,26,1,336.99
Prdt-2,B,15 Months,NVIPC647-Recall-TG,Targeted,0,2077,322,10,3046.53
Prdt-2,B,15 Months,NVIPC650-Recall-CG,Control,0,1819,233,7,1427.45
Prdt-2,B,15 Months,NVIPC650-Recall-TG,Targeted,0,16390,2191,84,16328.59
Prdt-2,B,15 Months,NVIPC651-Recall-CG,Control,0,899,121,1,90.1
Prdt-2,B,15 Months,NVIPC651-Recall-TG,Targeted,0,8106,1046,31,6047.74
Prdt-2,B,18 Months,NVIPC640-Recall-CG,Control,0,2017,256,7,1605.36
Prdt-2,B,18 Months,NVIPC640-Recall-CG,Control,0,2017,273,8,2364.64
Prdt-2,B,18 Months,NVIPC640-Recall-TG,Targeted,0,18175,2274,80,17989.9
Prdt-2,B,18 Months,NVIPC640-Recall-TG,Targeted,0,18175,2318,74,15855.32
Prdt-2,B,18 Months,NVIPC644-Recall-CG,Control,0,1448,186,7,2381.75
Prdt-2,B,18 Months,NVIPC644-Recall-CG,Control,0,1448,194,5,2135.07
Prdt-2,B,18 Months,NVIPC644-Recall-TG,Targeted,0,13049,1725,47,17517.74
Prdt-2,B,18 Months,NVIPC644-Recall-TG,Targeted,0,13049,1689,42,15940.67
Prdt-2,B,18 Months,NVIPC645-Recall-CG,Control,0,1474,189,5,864.91
Prdt-2,B,18 Months,NVIPC645-Recall-CG,Control,0,1474,205,2,369.98
Prdt-2,B,18 Months,NVIPC645-Recall-TG,Targeted,0,13280,1688,53,17037.17
Prdt-2,B,18 Months,NVIPC645-Recall-TG,Targeted,0,13280,1740,50,17309.08
Prdt-2,B,18 Months,NVIPC646-Recall-CG,Control,0,358,58,0,0.0
Prdt-2,B,18 Months,NVIPC646-Recall-CG,Control,0,358,52,3,1234.54
Prdt-2,B,18 Months,NVIPC646-Recall-TG,Targeted,0,3235,416,11,3862.07
Prdt-2,B,18 Months,NVIPC646-Recall-TG,Targeted,0,3235,418,14,4454.29
Prdt-2,B,18 Months,NVIPC647-Recall-CG,Control,0,229,44,0,0.0
Prdt-2,B,18 Months,NVIPC647-Recall-CG,Control,0,229,35,0,0.0
Prdt-2,B,18 Months,NVIPC647-Recall-TG,Targeted,0,2077,315,8,2314.72
Prdt-2,B,18 Months,NVIPC647-Recall-TG,Targeted,0,2077,364,9,3461.01
Prdt-2,B,18 Months,NVIPC650-Recall-CG,Control,0,1819,242,8,1452.33
Prdt-2,B,18 Months,NVIPC650-Recall-CG,Control,0,1819,228,12,2352.86
Prdt-2,B,18 Months,NVIPC650-Recall-TG,Targeted,0,16390,2171,81,16715.05
Prdt-2,B,18 Months,NVIPC650-Recall-TG,Targeted,0,16390,2145,65,12707.45
Prdt-2,B,18 Months,NVIPC651-Recall-CG,Control,0,899,144,5,539.72
Prdt-2,B,18 Months,NVIPC651-Recall-CG,Control,0,899,140,6,1051.87
Prdt-2,B,18 Months,NVIPC651-Recall-TG,Targeted,0,8106,1170,43,10073.76
Prdt-2,B,18 Months,NVIPC651-Recall-TG,Targeted,0,8106,1248,28,5797.76
Prdt-2,B,21 Months,NVIPC640-Recall-CG,Control,0,2017,215,7,1421.8
Prdt-2,B,21 Months,NVIPC640-Recall-TG,Targeted,0,18175,2075,67,14592.01
Prdt-2,B,21 Months,NVIPC644-Recall-CG,Control,0,1448,154,2,979.93
Prdt-2,B,21 Months,NVIPC644-Recall-TG,Targeted,0,13049,1512,39,14215.72
Prdt-2,B,21 Months,NVIPC645-Recall-CG,Control,0,1474,173,9,2511.73
Prdt-2,B,21 Months,NVIPC645-Recall-TG,Targeted,0,13280,1566,58,17585.43
Prdt-2,B,21 Months,NVIPC646-Recall-CG,Control,0,358,43,2,576.0
Prdt-2,B,21 Months,NVIPC646-Recall-TG,Targeted,0,3235,407,9,2552.52
Prdt-2,B,21 Months,NVIPC647-Recall-CG,Control,0,229,29,0,0.0
Prdt-2,B,21 Months,NVIPC647-Recall-TG,Targeted,0,2077,222,9,3157.28
Prdt-2,B,21 Months,NVIPC650-Recall-CG,Control,0,1819,200,5,1254.88
Prdt-2,B,21 Months,NVIPC650-Recall-TG,Targeted,0,16390,1824,67,13877.24
Prdt-2,B,21 Months,NVIPC651-Recall-CG,Control,0,899,98,3,487.58
Prdt-2,B,21 Months,NVIPC651-Recall-TG,Targeted,0,8106,825,20,4513.81
Prdt-2,B,24 Months,NVIPC640-Recall-CG,Control,0,2017,317,15,3006.91
Prdt-2,B,24 Months,NVIPC640-Recall-CG,Control,0,2017,220,5,1075.48
Prdt-2,B,24 Months,NVIPC640-Recall-TG,Targeted,0,18175,1904,77,18739.06
Prdt-2,B,24 Months,NVIPC640-Recall-TG,Targeted,0,18175,2742,115,25735.91
Prdt-2,B,24 Months,NVIPC644-Recall-CG,Control,0,1448,186,7,3738.24
Prdt-2,B,24 Months,NVIPC644-Recall-CG,Control,0,1448,165,8,3359.15
Prdt-2,B,24 Months,NVIPC644-Recall-TG,Targeted,0,13049,1785,54,20256.48
Prdt-2,B,24 Months,NVIPC644-Recall-TG,Targeted,0,13049,1437,64,25266.65
Prdt-2,B,24 Months,NVIPC645-Recall-CG,Control,0,1474,209,7,2137.57
Prdt-2,B,24 Months,NVIPC645-Recall-CG,Control,0,1474,169,10,3236.13
Prdt-2,B,24 Months,NVIPC645-Recall-TG,Targeted,0,13280,1821,49,17641.91
Prdt-2,B,24 Months,NVIPC645-Recall-TG,Targeted,0,13280,1456,59,24118.47
Prdt-2,B,24 Months,NVIPC646-Recall-CG,Control,0,358,43,1,234.95
Prdt-2,B,24 Months,NVIPC646-Recall-CG,Control,0,358,37,0,0.0
Prdt-2,B,24 Months,NVIPC646-Recall-TG,Targeted,0,3235,436,11,3129.44
Prdt-2,B,24 Months,NVIPC646-Recall-TG,Targeted,0,3235,331,6,3180.97
Prdt-2,B,24 Months,NVIPC647-Recall-CG,Control,0,229,31,0,0.0
Prdt-2,B,24 Months,NVIPC647-Recall-CG,Control,0,229,16,1,313.75
Prdt-2,B,24 Months,NVIPC647-Recall-TG,Targeted,0,2077,233,2,700.12
Prdt-2,B,24 Months,NVIPC647-Recall-TG,Targeted,0,2077,173,7,2575.8
Prdt-2,B,24 Months,NVIPC650-Recall-CG,Control,0,1819,186,9,1328.92
Prdt-2,B,24 Months,NVIPC650-Recall-CG,Control,0,1819,258,12,2916.94
Prdt-2,B,24 Months,NVIPC650-Recall-TG,Targeted,0,16390,2170,63,12996.0
Prdt-2,B,24 Months,NVIPC650-Recall-TG,Targeted,0,16390,1733,72,16343.8
Prdt-2,B,24 Months,NVIPC651-Recall-CG,Control,0,899,112,3,618.09
Prdt-2,B,24 Months,NVIPC651-Recall-CG,Control,0,899,73,1,199.95
Prdt-2,B,24 Months,NVIPC651-Recall-TG,Targeted,0,8106,795,29,6074.16
Prdt-2,B,24 Months,NVIPC651-Recall-TG,Targeted,0,8106,1070,33,6254.37
Prdt-2,B,27 Months,NVIPC640-Recall-CG,Control,0,2017,183,10,1364.7
Prdt-2,B,27 Months,NVIPC640-Recall-TG,Targeted,0,18175,1645,53,12285.58
Prdt-2,B,27 Months,NVIPC644-Recall-CG,Control,0,1448,115,4,1591.73
Prdt-2,B,27 Months,NVIPC644-Recall-TG,Targeted,0,13049,1116,29,10572.3
Prdt-2,B,27 Months,NVIPC645-Recall-CG,Control,0,1474,145,4,995.47
Prdt-2,B,27 Months,NVIPC645-Recall-TG,Targeted,0,13280,1163,41,15641.7
Prdt-2,B,27 Months,NVIPC646-Recall-CG,Control,0,358,26,0,0.0
Prdt-2,B,27 Months,NVIPC646-Recall-TG,Targeted,0,3235,290,11,3025.4
Prdt-2,B,27 Months,NVIPC647-Recall-CG,Control,0,229,7,0,0.0
Prdt-2,B,27 Months,NVIPC647-Recall-TG,Targeted,0,2077,140,2,617.92
Prdt-2,B,27 Months,NVIPC650-Recall-CG,Control,0,1819,183,6,1476.91
Prdt-2,B,27 Months,NVIPC650-Recall-TG,Targeted,0,16390,1468,41,8181.46
Prdt-2,B,27 Months,NVIPC651-Recall-CG,Control,0,899,72,0,0.0
Prdt-2,B,27 Months,NVIPC651-Recall-TG,Targeted,0,8106,651,16,3453.05
Prdt-2,B,12 Months,EGRecallMV12,Targeted,6,5446,5446,174,56771.02
Prdt-2,B,12 Months,EGRecallMV12CA,Targeted,6,508,508,9,2235.22
Prdt-2,B,12 Months,EGRecallMV12CAControl,Control,6,56,56,5,1462.1
Prdt-2,B,12 Months,EGRecallMV12Control,Control,6,605,605,19,5931.0
Prdt-2,B,12 Months,EGRecallMV12TXNV,Targeted,6,690,690,21,5885.29
Prdt-2,B,12 Months,EGRecallMV12TXNVControl,Control,6,77,77,0,0.0
Prdt-2,B,12 Months,EGRecallSV12,Targeted,6,7589,7589,320,64954.08
Prdt-2,B,12 Months,EGRecallSV12Control,Control,6,843,843,31,6248.62
Prdt-2,B,12 Months,EGRecallSV12TXNVCA,Targeted,6,1972,1972,72,15534.79
Prdt-2,B,12 Months,EGRecallSV12TXNVCAControl,Control,6,219,219,6,695.58
Prdt-2,B,15 Months,EGRecallMV14,Targeted,6,5428,5428,150,39689.49
Prdt-2,B,15 Months,EGRecallMV14CA,Targeted,6,403,403,13,4359.06
Prdt-2,B,15 Months,EGRecallMV14CAControl,Control,6,45,45,0,0.0
Prdt-2,B,15 Months,EGRecallMV14Control,Control,6,603,603,18,4470.65
Prdt-2,B,15 Months,EGRecallMV14TXNV,Targeted,6,727,727,23,6931.82
Prdt-2,B,15 Months,EGRecallMV14TXNVControl,Control,6,81,81,1,507.66
Prdt-2,B,15 Months,EGRecallSV14,Targeted,6,7589,7589,246,48640.91
Prdt-2,B,15 Months,EGRecallSV14Control,Control,6,843,843,22,4762.18
Prdt-2,B,15 Months,EGRecallSV14TXNVCA,Targeted,6,1768,1768,52,9835.65
Prdt-2,B,15 Months,EGRecallSV14TXNVCAControl,Control,6,196,196,4,520.21
Prdt-2,B,18 Months,EGRecallMV16,Targeted,6,5402,5402,103,28755.06
Prdt-2,B,18 Months,EGRecallMV16CA,Targeted,6,332,332,6,2580.77
Prdt-2,B,18 Months,EGRecallMV16CAControl,Control,6,37,37,0,0.0
Prdt-2,B,18 Months,EGRecallMV16Control,Control,6,601,601,7,1621.6
Prdt-2,B,18 Months,EGRecallMV16TXNV,Targeted,6,734,734,14,2717.22
Prdt-2,B,18 Months,EGRecallMV16TXNVControl,Control,6,82,82,2,417.89
Prdt-2,B,18 Months,EGRecallMV18,Targeted,6,3567,3567,95,28422.58
Prdt-2,B,18 Months,EGRecallMV18CA,Targeted,6,219,219,4,1435.7
Prdt-2,B,18 Months,EGRecallMV18CAControl,Control,6,24,24,1,205.0
Prdt-2,B,18 Months,EGRecallMV18Control,Control,6,396,396,7,2104.25
Prdt-2,B,18 Months,EGRecallMV18TXNV,Targeted,6,428,428,9,2239.62
Prdt-2,B,18 Months,EGRecallMV18TXNVControl,Control,6,47,47,0,0.0
Prdt-2,B,18 Months,EGRecallSV16,Targeted,6,8052,8052,262,57117.56
Prdt-2,B,18 Months,EGRecallSV16Control,Control,6,894,894,17,4366.72
Prdt-2,B,18 Months,EGRecallSV16TXNVCA,Targeted,6,1872,1872,45,7173.65
Prdt-2,B,18 Months,EGRecallSV16TXNVCAControl,Control,6,208,208,1,184.95
Prdt-2,B,18 Months,EGRecallSV18,Targeted,6,4944,4944,133,26283.4
Prdt-2,B,18 Months,EGRecallSV18Control,Control,6,549,549,11,2808.61
Prdt-2,B,18 Months,EGRecallSV18TXNVCA,Targeted,6,1072,1072,23,5221.75
Prdt-2,B,18 Months,EGRecallSV18TXNVCAControl,Control,6,119,119,3,659.27
Prdt-2,B,21 Months,EGRecallMV20,Targeted,6,3299,3299,71,23553.42
Prdt-2,B,21 Months,EGRecallMV20CA,Targeted,6,168,168,4,1377.06
Prdt-2,B,21 Months,EGRecallMV20CAControl,Control,6,19,19,1,525.7
Prdt-2,B,21 Months,EGRecallMV20Control,Control,6,366,366,10,1929.12
Prdt-2,B,21 Months,EGRecallMV20TXNV,Targeted,6,416,416,18,5615.23
Prdt-2,B,21 Months,EGRecallMV20TXNVControl,Control,6,46,46,1,382.0
Prdt-2,B,21 Months,EGRecallSV20,Targeted,6,4791,4791,129,25527.02
Prdt-2,B,21 Months,EGRecallSV20Control,Control,6,533,533,15,2548.03
Prdt-2,B,21 Months,EGRecallSV20TXNVCA,Targeted,6,948,948,22,3383.55
Prdt-2,B,21 Months,EGRecallSV20TXNVCAControl,Control,6,105,105,2,534.92
Prdt-2,B,24 Months,EGRecallMV22,Targeted,6,5040,5040,97,32787.43
Prdt-2,B,24 Months,EGRecallMV22CA,Targeted,6,264,264,4,631.59
Prdt-2,B,24 Months,EGRecallMV22CAControl,Control,6,29,29,1,515.03
Prdt-2,B,24 Months,EGRecallMV22Control,Control,6,560,560,9,3626.03
Prdt-2,B,24 Months,EGRecallMV22TXNV,Targeted,6,697,697,25,7162.08
Prdt-2,B,24 Months,EGRecallMV22TXNVControl,Control,6,77,77,2,449.47
Prdt-2,B,24 Months,EGRecallMV24,Targeted,6,5052,5052,124,42028.44
Prdt-2,B,24 Months,EGRecallMV24CA,Targeted,6,225,225,6,1208.47
Prdt-2,B,24 Months,EGRecallMV24CAControl,Control,6,25,25,2,1047.86
Prdt-2,B,24 Months,EGRecallMV24Control,Control,6,561,561,15,5665.82
Prdt-2,B,24 Months,EGRecallMV24TXNV,Targeted,6,705,705,21,6326.71
Prdt-2,B,24 Months,EGRecallMV24TXNVControl,Control,6,78,78,2,550.45
Prdt-2,B,24 Months,EGRecallSV22,Targeted,6,6658,6658,149,31959.58
Prdt-2,B,24 Months,EGRecallSV22Control,Control,6,739,739,17,3149.29
Prdt-2,B,24 Months,EGRecallSV22TXNVCA,Targeted,6,1407,1407,26,6328.38
Prdt-2,B,24 Months,EGRecallSV22TXNVCAControl,Control,6,156,156,5,1354.76
Prdt-2,B,24 Months,EGRecallSV24,Targeted,6,6798,6798,179,41685.39
Prdt-2,B,24 Months,EGRecallSV24Control,Control,6,756,756,29,6887.23
Prdt-2,B,24 Months,EGRecallSV24TXNVCA,Targeted,6,1370,1370,43,8649.26
Prdt-2,B,24 Months,EGRecallSV24TXNVCAControl,Control,6,152,152,4,1123.75
Prdt-2,B,27 Months,EGRecallMV26,Targeted,6,4763,4763,113,37516.97
Prdt-2,B,27 Months,EGRecallMV26CA,Targeted,6,121,121,5,1122.59
Prdt-2,B,27 Months,EGRecallMV26CAControl,Control,6,13,13,0,0.0
Prdt-2,B,27 Months,EGRecallMV26Control,Control,6,530,530,7,3214.33
Prdt-2,B,27 Months,EGRecallMV26TXNV,Targeted,6,628,628,12,5072.89
Prdt-2,B,27 Months,EGRecallMV26TXNVControl,Control,6,70,70,1,229.0
Prdt-2,B,27 Months,EGRecallSV26,Targeted,6,6253,6253,135,30927.56
Prdt-2,B,27 Months,EGRecallSV26Control,Control,6,694,694,9,2082.35
Prdt-2,B,27 Months,EGRecallSV26TXNVCA,Targeted,6,1073,1073,14,3486.08
Prdt-2,B,27 Months,EGRecallSV26TXNVCAControl,Control,6,119,119,0,0.0
Prdt-2,B,27 Months,EGW_Pre_RecallEM,Targeted,6,21053,21053,445,62009.66
Prdt-2,B,27 Months,EGW_Pre_RecallEM_Control,Control,6,1108,1108,23,3268.21
Prdt-2,B,12 Months,EGRecallMV12,Targeted,5,4701,4701,151,41278.08
Prdt-2,B,12 Months,EGRecallMV12CA,Targeted,5,384,384,8,1641.15
Prdt-2,B,12 Months,EGRecallMV12CAControl,Control,5,43,43,4,443.48
Prdt-2,B,12 Months,EGRecallMV12Control,Control,5,522,522,15,3926.4
Prdt-2,B,12 Months,EGRecallMV12TXNV,Targeted,5,633,633,28,7837.96
Prdt-2,B,12 Months,EGRecallMV12TXNVControl,Control,5,70,70,2,706.75
Prdt-2,B,12 Months,EGRecallSV12,Targeted,5,6258,6258,259,53420.91
Prdt-2,B,12 Months,EGRecallSV12Control,Control,5,695,695,25,5235.07
Prdt-2,B,12 Months,EGRecallSV12TXNVCA,Targeted,5,1556,1556,48,10792.45
Prdt-2,B,12 Months,EGRecallSV12TXNVCAControl,Control,5,173,173,5,1179.3
Prdt-2,B,15 Months,EGRecallMV14,Targeted,5,5323,5323,129,35375.75
Prdt-2,B,15 Months,EGRecallMV14CA,Targeted,5,365,365,13,1999.07
Prdt-2,B,15 Months,EGRecallMV14CAControl,Control,5,40,40,1,6.98
Prdt-2,B,15 Months,EGRecallMV14Control,Control,5,591,591,11,3651.42
Prdt-2,B,15 Months,EGRecallMV14TXNV,Targeted,5,627,627,15,4119.39
Prdt-2,B,15 Months,EGRecallMV14TXNVControl,Control,5,70,70,1,5.99
Prdt-2,B,15 Months,EGRecallSV14,Targeted,5,7409,7409,209,40561.94
Prdt-2,B,15 Months,EGRecallSV14Control,Control,5,823,823,19,3900.36
Prdt-2,B,15 Months,EGRecallSV14TXNVCA,Targeted,5,1616,1616,43,7271.25
Prdt-2,B,15 Months,EGRecallSV14TXNVCAControl,Control,5,179,179,4,605.14
Prdt-2,B,18 Months,EGRecallMV16,Targeted,5,5722,5722,133,39991.62
Prdt-2,B,18 Months,EGRecallMV16CA,Targeted,5,338,338,8,1390.41
Prdt-2,B,18 Months,EGRecallMV16CAControl,Control,5,38,38,2,443.97
Prdt-2,B,18 Months,EGRecallMV16Control,Control,5,636,636,13,4554.02
Prdt-2,B,18 Months,EGRecallMV16TXNV,Targeted,5,733,733,20,4837.73
Prdt-2,B,18 Months,EGRecallMV16TXNVControl,Control,5,81,81,1,273.0
Prdt-2,B,18 Months,EGRecallMV18,Targeted,5,2963,2963,73,21343.0
Prdt-2,B,18 Months,EGRecallMV18CA,Targeted,5,134,134,4,1323.36
Prdt-2,B,18 Months,EGRecallMV18CAControl,Control,5,15,15,0,0.0
Prdt-2,B,18 Months,EGRecallMV18Control,Control,5,329,329,4,1002.87
Prdt-2,B,18 Months,EGRecallMV18TXNV,Targeted,5,377,377,7,1853.48
Prdt-2,B,18 Months,EGRecallMV18TXNVControl,Control,5,42,42,2,871.94
Prdt-2,B,18 Months,EGRecallSV16,Targeted,5,8821,8821,219,44082.71
Prdt-2,B,18 Months,EGRecallSV16Control,Control,5,980,980,21,4559.29
Prdt-2,B,18 Months,EGRecallSV16TXNVCA,Targeted,5,2005,2005,44,8749.17
Prdt-2,B,18 Months,EGRecallSV16TXNVCAControl,Control,5,223,223,4,564.42
Prdt-2,B,18 Months,EGRecallSV18,Targeted,5,4223,4223,110,22511.14
Prdt-2,B,18 Months,EGRecallSV18Control,Control,5,469,469,8,1788.23
Prdt-2,B,18 Months,EGRecallSV18TXNVCA,Targeted,5,855,855,20,4396.68
Prdt-2,B,18 Months,EGRecallSV18TXNVCAControl,Control,5,95,95,3,454.05
Prdt-2,B,21 Months,EGRecallMV20,Targeted,5,5060,5060,111,40176.77
Prdt-2,B,21 Months,EGRecallMV20CA,Targeted,5,256,256,5,891.94
Prdt-2,B,21 Months,EGRecallMV20CAControl,Control,5,28,28,0,0.0
Prdt-2,B,21 Months,EGRecallMV20Control,Control,5,562,562,11,4266.3
Prdt-2,B,21 Months,EGRecallMV20TXNV,Targeted,5,701,701,17,3901.92
Prdt-2,B,21 Months,EGRecallMV20TXNVControl,Control,5,78,78,0,0.0
Prdt-2,B,21 Months,EGRecallSV20,Targeted,5,7009,7009,157,33733.91
Prdt-2,B,21 Months,EGRecallSV20Control,Control,5,779,779,16,2564.29
Prdt-2,B,21 Months,EGRecallSV20TXNVCA,Targeted,5,1512,1512,33,6964.12
Prdt-2,B,21 Months,EGRecallSV20TXNVCAControl,Control,5,168,168,3,879.99
Prdt-2,B,24 Months,EGRecallMV22,Targeted,5,5344,5344,159,52203.2
Prdt-2,B,24 Months,EGRecallMV22CA,Targeted,5,260,260,7,1886.7
Prdt-2,B,24 Months,EGRecallMV22CAControl,Control,5,29,29,1,395.0
Prdt-2,B,24 Months,EGRecallMV22Control,Control,5,594,594,8,2156.85
Prdt-2,B,24 Months,EGRecallMV22TXNV,Targeted,5,665,665,15,5125.23
Prdt-2,B,24 Months,EGRecallMV22TXNVControl,Control,5,74,74,2,662.92
Prdt-2,B,24 Months,EGRecallMV24,Targeted,5,4799,4799,143,48580.33
Prdt-2,B,24 Months,EGRecallMV24CA,Targeted,5,155,155,6,1115.93
Prdt-2,B,24 Months,EGRecallMV24CAControl,Control,5,17,17,0,0.0
Prdt-2,B,24 Months,EGRecallMV24Control,Control,5,533,533,12,5494.53
Prdt-2,B,24 Months,EGRecallMV24TXNV,Targeted,5,574,574,14,5557.63
Prdt-2,B,24 Months,EGRecallMV24TXNVControl,Control,5,64,64,2,597.92
Prdt-2,B,24 Months,EGRecallSV22,Targeted,5,8138,8138,208,46574.46
Prdt-2,B,24 Months,EGRecallSV22Control,Control,5,904,904,17,3715.82
Prdt-2,B,24 Months,EGRecallSV22TXNVCA,Targeted,5,1605,1605,28,5450.2
Prdt-2,B,24 Months,EGRecallSV22TXNVCAControl,Control,5,178,178,1,55.0
Prdt-2,B,24 Months,EGRecallSV24,Targeted,5,6266,6266,148,34609.73
Prdt-2,B,24 Months,EGRecallSV24Control,Control,5,696,696,15,3651.86
Prdt-2,B,24 Months,EGRecallSV24TXNVCA,Targeted,5,1160,1160,22,4477.65
Prdt-2,B,24 Months,EGRecallSV24TXNVCAControl,Control,5,129,129,5,1374.26
Prdt-2,B,27 Months,EGRecallMV26,Targeted,5,5025,5025,94,32188.83
Prdt-2,B,27 Months,EGRecallMV26CA,Targeted,5,132,132,1,179.95
Prdt-2,B,27 Months,EGRecallMV26CAControl,Control,5,15,15,0,0.0
Prdt-2,B,27 Months,EGRecallMV26Control,Control,5,558,558,9,2997.09
Prdt-2,B,27 Months,EGRecallMV26TXNV,Targeted,5,698,698,10,3707.72
Prdt-2,B,27 Months,EGRecallMV26TXNVControl,Control,5,78,78,3,723.95
Prdt-2,B,27 Months,EGRecallSV26,Targeted,5,6694,6694,117,24803.45
Prdt-2,B,27 Months,EGRecallSV26Control,Control,5,743,743,17,4307.47
Prdt-2,B,27 Months,EGRecallSV26TXNVCA,Targeted,5,1150,1150,18,4367.07
Prdt-2,B,27 Months,EGRecallSV26TXNVCAControl,Control,5,128,128,3,277.9
Prdt-2,B,27 Months,EGW_Pre_RecallEM,Targeted,5,24341,24341,398,46418.56
Prdt-2,B,27 Months,EGW_Pre_RecallEM_Control,Control,5,1281,1281,26,3800.29
Prdt-2,B,12 Months,NVIPC640-Recall-CG,Control,10,5558,363,9,1439.95
Prdt-2,B,12 Months,NVIPC640-Recall-TG,Targeted,10,50066,3277,156,32333.37
Prdt-2,B,12 Months,NVIPC644-Recall-CG,Control,10,2736,215,13,2974.4
Prdt-2,B,12 Months,NVIPC644-Recall-TG,Targeted,10,24652,1687,76,24236.94
Prdt-2,B,12 Months,NVIPC645-Recall-CG,Control,10,2688,188,8,2088.34
Prdt-2,B,12 Months,NVIPC645-Recall-TG,Targeted,10,24220,1744,91,27325.24
Prdt-2,B,12 Months,NVIPC646-Recall-CG,Control,10,1426,99,1,315.98
Prdt-2,B,12 Months,NVIPC646-Recall-TG,Targeted,10,12868,876,34,12205.86
Prdt-2,B,12 Months,NVIPC647-Recall-CG,Control,10,844,59,2,552.95
Prdt-2,B,12 Months,NVIPC647-Recall-TG,Targeted,10,7626,642,22,5985.38
Prdt-2,B,12 Months,NVIPC650-Recall-CG,Control,10,4636,345,13,2318.71
Prdt-2,B,12 Months,NVIPC650-Recall-TG,Targeted,10,62631,3011,109,20325.14
Prdt-2,B,12 Months,NVIPC651-Recall-CG,Control,10,3632,254,11,2034.68
Prdt-2,B,12 Months,NVIPC651-Recall-TG,Targeted,10,32732,2208,64,11440.19
Prdt-2,B,15 Months,NVIPC640-Recall-CG,Control,10,2779,395,13,2183.1
Prdt-2,B,15 Months,NVIPC640-Recall-TG,Targeted,10,25033,3604,118,24902.67
Prdt-2,B,15 Months,NVIPC644-Recall-CG,Control,10,1368,207,6,2554.69
Prdt-2,B,15 Months,NVIPC644-Recall-TG,Targeted,10,12326,1678,36,10272.15
Prdt-2,B,15 Months,NVIPC645-Recall-CG,Control,10,1344,167,5,1890.21
Prdt-2,B,15 Months,NVIPC645-Recall-TG,Targeted,10,12110,1689,58,16649.53
Prdt-2,B,15 Months,NVIPC646-Recall-CG,Control,10,713,111,1,802.95
Prdt-2,B,15 Months,NVIPC646-Recall-TG,Targeted,10,6434,862,21,5945.21
Prdt-2,B,15 Months,NVIPC647-Recall-CG,Control,10,422,94,3,1203.98
Prdt-2,B,15 Months,NVIPC647-Recall-TG,Targeted,10,3813,686,7,2648.16
Prdt-2,B,15 Months,NVIPC650-Recall-CG,Control,10,2318,316,9,1666.46
Prdt-2,B,15 Months,NVIPC650-Recall-TG,Targeted,10,20877,2875,94,17855.17
Prdt-2,B,15 Months,NVIPC651-Recall-CG,Control,10,1816,275,4,562.97
Prdt-2,B,15 Months,NVIPC651-Recall-TG,Targeted,10,16366,2559,66,11988.72
Prdt-2,B,18 Months,NVIPC640-Recall-CG,Control,10,2779,321,4,735.41
Prdt-2,B,18 Months,NVIPC640-Recall-CG,Control,10,2779,407,12,1471.28
Prdt-2,B,18 Months,NVIPC640-Recall-TG,Targeted,10,25033,2733,64,11771.6
Prdt-2,B,18 Months,NVIPC640-Recall-TG,Targeted,10,25033,3710,87,17292.06
Prdt-2,B,18 Months,NVIPC644-Recall-CG,Control,10,1368,196,8,1742.79
Prdt-2,B,18 Months,NVIPC644-Recall-CG,Control,10,1368,154,4,1173.09
Prdt-2,B,18 Months,NVIPC644-Recall-TG,Targeted,10,12326,1784,57,20061.93
Prdt-2,B,18 Months,NVIPC644-Recall-TG,Targeted,10,12326,1504,44,14683.84
Prdt-2,B,18 Months,NVIPC645-Recall-CG,Control,10,1344,208,3,1050.98
Prdt-2,B,18 Months,NVIPC645-Recall-CG,Control,10,1344,155,9,3481.52
Prdt-2,B,18 Months,NVIPC645-Recall-TG,Targeted,10,12110,1537,39,14267.73
Prdt-2,B,18 Months,NVIPC645-Recall-TG,Targeted,10,12110,1726,48,15386.17
Prdt-2,B,18 Months,NVIPC646-Recall-CG,Control,10,713,77,0,0.0
Prdt-2,B,18 Months,NVIPC646-Recall-CG,Control,10,713,90,3,974.31
Prdt-2,B,18 Months,NVIPC646-Recall-TG,Targeted,10,6434,783,20,5438.63
Prdt-2,B,18 Months,NVIPC646-Recall-TG,Targeted,10,6434,826,24,6992.56
Prdt-2,B,18 Months,NVIPC647-Recall-CG,Control,10,422,50,3,946.43
Prdt-2,B,18 Months,NVIPC647-Recall-CG,Control,10,422,63,5,1512.9
Prdt-2,B,18 Months,NVIPC647-Recall-TG,Targeted,10,3813,433,6,1615.31
Prdt-2,B,18 Months,NVIPC647-Recall-TG,Targeted,10,3813,627,14,5132.45
Prdt-2,B,18 Months,NVIPC650-Recall-CG,Control,10,2318,258,8,1603.84
